"No.","Time","Source","Destination","Protocol","Length","Info"
"150","1.031342","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=34567 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 151]"
"151","1.031342","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data"
"152","1.031342","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","357","Application Data"
"153","1.031507","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=37610 Win=255 Len=0"
"154","1.031691","10.111.196.144","10.111.196.155","DNS","300","Standard query response 0x7e20 HTTPS res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net SOA n0dscd.akamai.net"
"155","1.042092","10.111.196.144","10.111.196.155","DNS","292","Standard query response 0x3429 AAAA res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net AAAA 2400:5200:401:5::685e:1221 AAAA 2400:5200:401:5::685e:121a"
"156","1.042092","10.111.196.144","10.111.196.155","DNS","268","Standard query response 0x3729 A res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net A 104.94.19.200 A 104.94.19.217"
"157","1.042863","10.111.196.144","10.111.196.155","DNS","257","Standard query response 0x1e13 HTTPS portal.office.com CNAME admin-portal.office.com CNAME m365adminportal-prod-defaultgeo.trafficmanager.net CNAME bx-0004.bx-msedge.net SOA ns1.bx-msedge.net"
"158","1.045390","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","86","59374  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"159","1.050634","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=37610 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 177]"
"160","1.053268","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=38990 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 177]"
"161","1.053352","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=40370 Win=255 Len=0"
"162","1.053817","10.111.196.144","10.111.196.155","DNS","256","Standard query response 0xf94c AAAA portal.office.com CNAME admin-portal.office.com CNAME m365adminportal-prod-defaultgeo.trafficmanager.net CNAME bx-0004.bx-msedge.net AAAA 2603:1061:10::13 AAAA 2603:1061:10:1::13"
"163","1.054741","10.111.196.144","10.111.196.155","DNS","232","Standard query response 0x6f91 A portal.office.com CNAME admin-portal.office.com CNAME m365adminportal-prod-defaultgeo.trafficmanager.net CNAME bx-0004.bx-msedge.net A 150.171.73.13 A 150.171.74.13"
"164","1.055329","10.111.196.144","10.111.196.155","DNS","243","Standard query response 0x53e8 HTTPS outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com SOA ns1-34.azure-dns.com"
"165","1.056107","10.111.196.144","10.111.196.155","DNS","257","Standard query response 0x24f6 HTTPS login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.a.prd.aadg.trafficmanager.net SOA tm1.dns-tm.com"
"166","1.056948","10.111.196.144","10.111.196.155","DNS","216","Standard query response 0xa9c6 AAAA outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com AAAA 2603:1046:900:54::2 AAAA 2603:1046:900:68::2"
"167","1.057637","10.111.196.144","10.111.196.155","DNS","192","Standard query response 0x65dc A outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com A 52.98.88.242 A 52.98.34.194"
"168","1.058470","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","QUIC","1292","Initial, DCID=736e08d338e4a33e, PKN: 1, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PING, PING, PADDING"
"169","1.058720","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","QUIC","1292","Initial, DCID=736e08d338e4a33e, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, PING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING"
"170","1.059816","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TCP","86","49226  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"171","1.060685","10.111.196.155","10.111.196.144","DNS","83","Standard query 0x3d3d HTTPS odc.officeapps.live.com"
"172","1.061060","10.111.196.155","10.111.196.144","DNS","83","Standard query 0xb480 AAAA odc.officeapps.live.com"
"173","1.061490","10.111.196.155","10.111.196.144","DNS","83","Standard query 0xc252 A odc.officeapps.live.com"
"174","1.062416","10.111.196.155","10.111.196.144","DNS","71","Standard query 0xb1b7 HTTPS arc.msn.com"
"175","1.062768","10.111.196.155","10.111.196.144","DNS","71","Standard query 0x42d0 AAAA arc.msn.com"
"176","1.063204","10.111.196.155","10.111.196.144","DNS","71","Standard query 0xccde A arc.msn.com"
"177","1.065173","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data, Application Data"
"178","1.065173","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=41750 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 181]"
"179","1.065173","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=43130 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 181]"
"180","1.065270","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=44510 Win=255 Len=0"
"181","1.067819","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data, Application Data"
"182","1.067910","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=45890 Win=255 Len=0"
"183","1.068745","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=45890 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 186]"
"184","1.071705","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=47270 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 186]"
"185","1.071783","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=48650 Win=255 Len=0"
"186","1.073943","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data, Application Data"
"187","1.073943","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data"
"188","1.074021","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=51410 Win=255 Len=0"
"189","1.079495","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=51410 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 190]"
"190","1.079495","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data"
"191","1.079585","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=54170 Win=255 Len=0"
"192","1.081799","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1002","Application Data"
"193","1.082875","10.111.196.144","10.111.196.155","DNS","327","Standard query response 0xf617 A login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.a.prd.aadg.trafficmanager.net A 20.190.146.34 A 20.190.146.36 A 20.190.146.35 A 40.126.18.33 A 20.190.146.38 A 20.190.146.39 A 20.190.146.37 A 40.126.18.32"
"194","1.083443","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=55098 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 196]"
"195","1.083443","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=56478 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 196]"
"196","1.083443","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data, Application Data"
"197","1.083536","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=59238 Win=511 Len=0"
"198","1.084793","10.111.196.144","10.111.196.155","DNS","423","Standard query response 0xba23 AAAA login.microsoftonline.com CNAME login.mso.msidentity.com CNAME ak.privatelink.msidentity.com CNAME www.tm.a.prd.aadg.trafficmanager.net AAAA 2603:1046:2000:60::e AAAA 2603:1046:2000:60::a AAAA 2603:1046:2000:60::12 AAAA 2603:1046:2000:60::11 AAAA 2603:1046:2000:60::c AAAA 2603:1046:2000:60::d AAAA 2603:1046:2000:60::13 AAAA 2603:1046:2000:60::f"
"199","1.085167","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=59238 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 205]"
"200","1.086046","10.111.196.155","10.111.196.144","DNS","80","Standard query 0xde75 HTTPS substrate.office.com"
"201","1.086040","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=60618 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 205]"
"202","1.086112","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=61998 Win=511 Len=0"
"203","1.086378","10.111.196.155","10.111.196.144","DNS","80","Standard query 0xf120 AAAA substrate.office.com"
"204","1.086716","10.111.196.155","10.111.196.144","DNS","80","Standard query 0xd54a A substrate.office.com"
"205","1.088278","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","1454","Application Data, Application Data"
"206","1.090134","10.111.196.144","10.111.196.155","DNS","207","Standard query response 0xf120 AAAA substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com AAAA 2603:1046:900:68::2 AAAA 2603:1046:900:54::2"
"207","1.090134","10.111.196.144","10.111.196.155","DNS","183","Standard query response 0xd54a A substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com A 52.98.34.194 A 52.98.88.242"
"208","1.091094","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  61098 [ACK] Seq=63378 Ack=2487 Win=16383 Len=1380 [TCP PDU reassembled in 209]"
"209","1.091094","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.2","275","Application Data, Application Data"
"210","1.091180","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2487 Ack=64959 Win=511 Len=0"
"211","1.091397","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [FIN, ACK] Seq=2487 Ack=64959 Win=511 Len=0"
"212","1.092139","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","86","443  >  59374 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1344 SACK_PERM WS=128"
"213","1.092247","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"214","1.092650","10.111.196.144","10.111.196.155","DNS","314","Standard query response 0x3d3d HTTPS odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME krc-azsc-000.odc.officeapps.live.com CNAME osiprod-krc-bronze-azsc-000.koreacentral.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"215","1.093421","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","1418","59374  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1344 [TCP PDU reassembled in 216]"
"216","1.093421","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TLSv1.3","506","Client Hello (SNI=res.public.onecdn.static.microsoft)"
"217","1.094440","10.111.196.144","10.111.196.155","DNS","272","Standard query response 0xb480 AAAA odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME krc-azsc-000.odc.officeapps.live.com CNAME osiprod-krc-bronze-azsc-000.koreacentral.cloudapp.azure.com AAAA 2603:1046:1404::5"
"218","1.103633","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","86","443  >  49226 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM"
"219","1.103750","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TCP","74","49226  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"220","1.103885","10.111.196.144","10.111.196.155","DNS","243","Standard query response 0xb1b7 HTTPS arc.msn.com CNAME arc.trafficmanager.net CNAME iris-de-prod-azsc-v2-jpw-b.japanwest.cloudapp.azure.com SOA ns1-01.azure-dns.com"
"221","1.104732","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TCP","1454","49226  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1380 [TCP PDU reassembled in 222]"
"222","1.104732","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TLSv1.3","988","Client Hello (SNI=config.edge.skype.com)"
"223","1.104803","10.111.196.144","10.111.196.155","DNS","201","Standard query response 0x42d0 AAAA arc.msn.com CNAME arc.trafficmanager.net CNAME iris-de-prod-azsc-v2-jpw-b.japanwest.cloudapp.azure.com AAAA 64:ff9b::284a:4fde"
"224","1.105557","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1262","Initial, SCID=8303657ea345dd004c71cd17fe9c, PKN: 0, ACK, CRYPTO, PADDING"
"225","1.105817","10.111.196.155","10.111.196.144","DNS","79","Standard query 0x3373 HTTPS graph.microsoft.com"
"226","1.106202","10.111.196.155","10.111.196.144","DNS","79","Standard query 0x3aaf AAAA graph.microsoft.com"
"227","1.106297","10.111.196.144","10.111.196.155","DNS","189","Standard query response 0xccde A arc.msn.com CNAME arc.trafficmanager.net CNAME iris-de-prod-azsc-v2-jpw-b.japanwest.cloudapp.azure.com A 40.74.79.222"
"228","1.106536","10.111.196.155","10.111.196.144","DNS","79","Standard query 0x0327 A graph.microsoft.com"
"229","1.108082","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","QUIC","1292","Initial, DCID=8303657ea345dd004c71cd17fe9c, PKN: 3, ACK, PING, PING, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING"
"230","1.109687","10.111.196.155","10.111.196.144","DNS","84","Standard query 0x9042 HTTPS ocws.officeapps.live.com"
"231","1.109968","10.111.196.155","10.111.196.144","DNS","84","Standard query 0x55cc AAAA ocws.officeapps.live.com"
"232","1.110527","10.111.196.155","10.111.196.144","DNS","84","Standard query 0x1ec0 A ocws.officeapps.live.com"
"233","1.115943","10.111.196.144","10.111.196.155","DNS","260","Standard query response 0xc252 A odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME krc-azsc-000.odc.officeapps.live.com CNAME osiprod-krc-bronze-azsc-000.koreacentral.cloudapp.azure.com A 52.109.44.112"
"234","1.115943","10.111.196.144","10.111.196.155","DNS","221","Standard query response 0xde75 HTTPS substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com SOA ns1-34.azure-dns.com"
"235","1.134242","10.111.196.155","10.111.196.144","DNS","87","Standard query 0xc8dc HTTPS appsforoffice.microsoft.com"
"236","1.134744","10.111.196.155","10.111.196.144","DNS","87","Standard query 0xe577 AAAA appsforoffice.microsoft.com"
"237","1.135270","10.111.196.155","10.111.196.144","DNS","87","Standard query 0x60a3 A appsforoffice.microsoft.com"
"238","1.170609","10.111.196.144","10.111.196.155","DNS","225","Standard query response 0x3373 HTTPS graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net SOA tm1.dns-tm.com"
"239","1.171598","10.111.196.144","10.111.196.155","DNS","251","Standard query response 0x3aaf AAAA graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net AAAA 2603:1047:1:88::80 AAAA 2603:1047:1:98::80 AAAA 2603:1046:2000:90::80"
"240","1.171598","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  49226 [ACK] Seq=1 Ack=2295 Win=65280 Len=0"
"241","1.171598","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","173","Hello Retry Request, Change Cipher Spec"
"242","1.171598","10.111.196.144","10.111.196.155","DNS","282","Standard query response 0xc8dc HTTPS appsforoffice.microsoft.com CNAME m365cdn-sdp-public.azurefd.net CNAME mr-azurefd.tm-azurefd.net CNAME shed.dual-low.part-0020.t-0009.t-msedge.net CNAME part-0020.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"243","1.172146","10.111.196.144","10.111.196.155","DNS","215","Standard query response 0x0327 A graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.trafficmanager.net A 20.190.175.88 A 20.190.175.152 A 20.190.175.24"
"244","1.173027","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TLSv1.3","1214","Change Cipher Spec, Client Hello (SNI=config.edge.skype.com)"
"245","1.173126","10.111.196.144","10.111.196.155","DNS","318","Standard query response 0x9042 HTTPS ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME asia2.ocws1.live.com.akadns.net CNAME recent-prod-weightedww.trafficmanager.net CNAME mira-ofc.tm-4.office.com SOA ns1-34.azure-dns.com"
"246","1.173126","10.111.196.144","10.111.196.155","DNS","319","Standard query response 0x55cc AAAA ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME asia2.ocws1.live.com.akadns.net CNAME recent-prod-weightedww.trafficmanager.net CNAME mira-ofc.tm-4.office.com AAAA 2603:1063:2001:2005::365:ff1 AAAA 2603:1063:2001:2003::365:ff1 AAAA 2603:1063:2001:2008::365:ff1"
"247","1.174013","10.111.196.144","10.111.196.155","DNS","291","Standard query response 0xe577 AAAA appsforoffice.microsoft.com CNAME m365cdn-sdp-public.azurefd.net CNAME mr-azurefd.tm-azurefd.net CNAME shed.dual-low.part-0020.t-0009.t-msedge.net CNAME part-0020.t-0009.t-msedge.net AAAA 2620:1ec:bdf::48 AAAA 2620:1ec:46::48"
"248","1.174290","10.111.196.155","10.111.196.144","DNS","80","Standard query 0x0655 HTTPS shell.cdn.office.net"
"249","1.174560","10.111.196.155","10.111.196.144","DNS","80","Standard query 0x7c61 AAAA shell.cdn.office.net"
"250","1.174659","10.111.196.144","10.111.196.155","DNS","267","Standard query response 0x1ec0 A ocws.officeapps.live.com CNAME prod.ocws1.live.com.akadns.net CNAME asia2.ocws1.live.com.akadns.net CNAME recent-prod-weightedww.trafficmanager.net CNAME mira-ofc.tm-4.office.com A 52.110.16.165 A 52.110.16.163"
"251","1.174938","10.111.196.155","10.111.196.144","DNS","80","Standard query 0xb401 A shell.cdn.office.net"
"252","1.197013","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","1418","[TCP Retransmission] 59374  >  443 [PSH, ACK] Seq=433 Ack=1 Win=65280 Len=1344 [TCP PDU reassembled in 216]"
"253","1.213606","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","QUIC","1292","Initial, DCID=8303657ea345dd004c71cd17fe9c, PKN: 5, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, CRYPTO"
"254","1.225310","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  59374 [ACK] Seq=1 Ack=1777 Win=63104 Len=0"
"255","1.225310","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Server Hello, Change Cipher Spec, Application Data"
"256","1.225310","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  59374 [PSH, ACK] Seq=1381 Ack=1777 Win=63104 Len=1380 [TCP PDU reassembled in 258]"
"257","1.225310","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1410","443  >  59374 [PSH, ACK] Seq=2761 Ack=1777 Win=63104 Len=1336 [TCP PDU reassembled in 258]"
"258","1.225310","2400:5200:401:5::685e:1221","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","444","Application Data, Application Data, Application Data"
"259","1.225310","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  61098 [ACK] Seq=64959 Ack=2488 Win=16383 Len=0"
"260","1.225310","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  61098 [FIN, ACK] Seq=64959 Ack=2488 Win=16383 Len=0"
"261","1.225455","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2620:1ec:4::156","TCP","74","61098  >  443 [ACK] Seq=2488 Ack=64960 Win=511 Len=0"
"262","1.225543","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1221","TCP","74","59374  >  443 [ACK] Seq=1777 Ack=4467 Win=65280 Len=0"
"263","1.225784","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1454","Server Hello"
"264","1.225784","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","1454","443  >  49226 [ACK] Seq=1480 Ack=3435 Win=64256 Len=1380 [TCP PDU reassembled in 265]"
"265","1.225784","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","1348","Application Data"
"266","1.225870","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1063:1f:103::365:7ea3","TCP","74","49226  >  443 [ACK] Seq=3435 Ack=4134 Win=65280 Len=0"
"267","1.225978","10.111.196.144","10.111.196.155","DNS","294","Standard query response 0x0655 HTTPS shell.cdn.office.net CNAME shell.cdn.office.net-c.edgekey.net CNAME shell.cdn.office.net-c.edgekey.net.globalredir.akadns.net CNAME e19254.dscg.akamaiedge.net SOA n0dscg.akamaiedge.net"
"268","1.226893","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1262","Handshake, SCID=8303657ea345dd004c71cd17fe9c"
"269","1.226893","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1262","Handshake, SCID=8303657ea345dd004c71cd17fe9c"
"270","1.226893","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1262","Handshake, SCID=8303657ea345dd004c71cd17fe9c"
"271","1.226893","2603:1063:1f:103::365:7ea3","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","346","Protected Payload (KP0)"
"272","1.228071","10.111.196.144","10.111.196.155","DNS","286","Standard query response 0x7c61 AAAA shell.cdn.office.net CNAME shell.cdn.office.net-c.edgekey.net CNAME shell.cdn.office.net-c.edgekey.net.globalredir.akadns.net CNAME e19254.dscg.akamaiedge.net AAAA 2402:3a80:c000:182::4b36 AAAA 2402:3a80:c000:18c::4b36"
"273","1.228071","10.111.196.144","10.111.196.155","DNS","246","Standard query response 0xb401 A shell.cdn.office.net CNAME shell.cdn.office.net-c.edgekey.net CNAME shell.cdn.office.net-c.edgekey.net.globalredir.akadns.net CNAME e19254.dscg.akamaiedge.net A 23.196.130.77"
