"No.","Time","Source","Destination","Protocol","Length","Info"
"1701","4.254752","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1702","4.254846","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","94","Protected Payload (KP0)"
"1703","4.254846","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","94","Protected Payload (KP0)"
"1704","4.254846","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","89","Protected Payload (KP0)"
"1705","4.255187","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1706","4.255695","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","97","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1707","4.256713","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1046:900:68::2","QUIC","99","Protected Payload (KP0), DCID=c7000000020a6e1ce720a0b849b6"
"1708","4.256995","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1046:900:68::2","QUIC","99","Protected Payload (KP0), DCID=c7000000020a6e1ce720a0b849b6"
"1709","4.261412","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","TLSv1.3","154","Change Cipher Spec, Application Data"
"1710","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1711","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1712","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1713","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1714","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1715","4.264113","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1716","4.264261","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1717","4.264377","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1718","4.264502","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1719","4.264668","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1720","4.264799","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1721","4.264937","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1722","4.265571","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1723","4.265571","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1724","4.265935","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1725","4.265946","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1726","4.268094","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1727","4.268300","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1728","4.269173","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1729","4.270012","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1730","4.270183","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1731","4.271483","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1732","4.271483","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1733","4.271692","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1734","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1735","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1736","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1737","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1738","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1739","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1740","4.282405","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1741","4.282576","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1742","4.282729","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1743","4.282801","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1744","4.282881","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1745","4.283008","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1746","4.283193","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1747","4.284139","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1748","4.284309","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1749","4.285472","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1750","4.285472","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1751","4.285680","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1752","4.285871","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1753","4.286875","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1754","4.287023","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1755","4.289292","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1756","4.289292","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1757","4.289617","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1758","4.291336","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1759","4.291336","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1760","4.291700","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1761","4.292312","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1762","4.293041","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1763","4.293324","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1764","4.294293","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1765","4.295038","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1766","4.295305","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","86","80  >  56439 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM WS=128"
"1767","4.295305","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","86","80  >  56438 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM WS=128"
"1768","4.295314","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1769","4.295525","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56439  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1770","4.295606","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56438  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1771","4.295872","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","HTTP","221","GET /connecttest.txt HTTP/1.1 "
"1772","4.295869","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1773","4.295948","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","HTTP","221","GET /connecttest.txt HTTP/1.1 "
"1774","4.298463","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1775","4.298815","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","98","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1776","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1777","4.326353","2402:3a80:c01b:23::17c3:4a19","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56437 [ACK] Seq=1 Ack=149 Win=64768 Len=0"
"1778","4.326353","2620:1ec:4::156","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  60162 [ACK] Seq=7964 Ack=5872 Win=4194048 Len=0"
"1779","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","443  >  56436 [ACK] Seq=4138 Ack=1875 Win=64128 Len=0"
"1780","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","377","Application Data"
"1781","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TLSv1.3","377","Application Data"
"1782","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1292","Protected Payload (KP0)"
"1783","4.326353","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","377","Protected Payload (KP0)"
"1784","4.326353","2402:3a80:c01b:23::17c3:4a19","2402:8100:319f:dfc1:4566:6720:20cd:8d51","HTTP","261","HTTP/1.1 200 OK  (text/plain)"
"1785","4.326353","2402:3a80:c01b:23::17c3:4a1b","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","86","80  >  56440 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1380 SACK_PERM WS=128"
"1786","4.326353","2402:3a80:c01b:23::17c3:4a19","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56437 [FIN, ACK] Seq=188 Ack=149 Win=64768 Len=0"
"1787","4.326585","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","TCP","74","56436  >  443 [ACK] Seq=1875 Ack=4744 Win=64768 Len=0"
"1788","4.326850","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","93","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1789","4.326901","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a19","TCP","74","56437  >  80 [FIN, ACK] Seq=149 Ack=188 Win=65280 Len=0"
"1790","4.326921","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a1b","TCP","74","56440  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1791","4.326999","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a19","TCP","74","56437  >  80 [ACK] Seq=150 Ack=189 Win=65280 Len=0"
"1792","4.327057","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1793","4.327378","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a1b","HTTP","222","GET /connecttest.txt HTTP/1.1 "
"1794","4.332359","2402:3a80:c01b:23::17c3:4a19","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","[TCP Retransmission] 80  >  56437 [FIN, ACK] Seq=188 Ack=149 Win=64768 Len=0"
"1795","4.332407","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a19","TCP","74","[TCP Dup ACK 1791#1] 56437  >  80 [ACK] Seq=150 Ack=189 Win=65280 Len=0"
"1796","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56439 [ACK] Seq=1 Ack=148 Win=64128 Len=0"
"1797","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56438 [ACK] Seq=1 Ack=148 Win=64128 Len=0"
"1798","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","HTTP","261","HTTP/1.1 200 OK  (text/plain)"
"1799","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","HTTP","261","HTTP/1.1 200 OK  (text/plain)"
"1800","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56438 [FIN, ACK] Seq=188 Ack=148 Win=64128 Len=0"
"1801","4.348278","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56439 [FIN, ACK] Seq=188 Ack=148 Win=64128 Len=0"
"1802","4.348499","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56438  >  80 [ACK] Seq=148 Ack=189 Win=65280 Len=0"
"1803","4.348539","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56438  >  80 [FIN, ACK] Seq=148 Ack=189 Win=65280 Len=0"
"1804","4.348635","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56439  >  80 [ACK] Seq=148 Ack=189 Win=65280 Len=0"
"1805","4.348966","2402:8100:319f:dfc1:4566:6720:20cd:8d51","64:ff9b::6861:4cd9","TCP","74","56439  >  80 [FIN, ACK] Seq=148 Ack=189 Win=65280 Len=0"
"1806","4.367379","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1807","4.367637","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1046:900:68::2","QUIC","100","Protected Payload (KP0), DCID=c7000000020a6e1ce720a0b849b6"
"1808","4.368588","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","86","Protected Payload (KP0)"
"1809","4.368588","2402:3a80:c01b:23::17c3:4a19","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56437 [ACK] Seq=189 Ack=150 Win=64768 Len=0"
"1810","4.368588","2402:3a80:c01b:23::17c3:4a1b","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56440 [ACK] Seq=1 Ack=149 Win=64768 Len=0"
"1811","4.368588","2402:3a80:c01b:23::17c3:4a1b","2402:8100:319f:dfc1:4566:6720:20cd:8d51","HTTP","261","HTTP/1.1 200 OK  (text/plain)"
"1812","4.368588","2402:3a80:c01b:23::17c3:4a1b","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56440 [FIN, ACK] Seq=188 Ack=149 Win=64768 Len=0"
"1813","4.368854","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a1b","TCP","74","56440  >  80 [ACK] Seq=149 Ack=189 Win=65280 Len=0"
"1814","4.368918","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2402:3a80:c01b:23::17c3:4a1b","TCP","74","56440  >  80 [FIN, ACK] Seq=149 Ack=189 Win=65280 Len=0"
"1815","4.380764","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","933","Protected Payload (KP0)"
"1816","4.387188","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56438 [ACK] Seq=189 Ack=149 Win=64128 Len=0"
"1817","4.389826","64:ff9b::6861:4cd9","2402:8100:319f:dfc1:4566:6720:20cd:8d51","TCP","74","80  >  56439 [ACK] Seq=189 Ack=149 Win=64128 Len=0"
"1818","4.413136","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1046:900:68::2","QUIC","104","Protected Payload (KP0), DCID=c7000000020a6e1ce720a0b849b6"
"1819","4.437536","2603:1046:900:68::2","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","91","Protected Payload (KP0)"
"1820","4.448594","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","584","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1821","4.475597","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2603:1046:900:68::2","QUIC","100","Protected Payload (KP0), DCID=c7000000020a6e1ce720a0b849b6"
"1822","4.503327","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1823","4.503327","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1824","4.503634","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1825","4.503634","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1826","4.503810","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","95","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1827","4.503970","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","95","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1828","4.504111","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","95","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1829","4.504223","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","95","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1830","4.504443","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","533","Protected Payload (KP0)"
"1831","4.504443","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","557","Protected Payload (KP0)"
"1832","4.504443","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","84","Protected Payload (KP0)"
"1833","4.504911","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","98","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1834","4.505051","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1835","4.555652","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","527","Protected Payload (KP0)"
"1836","4.572622","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","86","Protected Payload (KP0)"
"1837","4.583440","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","95","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1838","4.638833","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","161","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1839","4.680988","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","470","Protected Payload (KP0)"
"1840","4.680988","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1841","4.681173","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1842","4.681651","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","98","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1843","4.691806","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1844","4.691806","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1845","4.691806","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1846","4.692106","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1847","4.692278","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1848","4.692481","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1849","4.692481","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1850","4.692481","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1851","4.692481","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1852","4.692481","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1853","4.692683","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1854","4.692789","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1855","4.692942","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1856","4.693078","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1857","4.693100","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1858","4.694298","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1859","4.694508","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1860","4.696424","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1861","4.696424","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1862","4.696725","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1863","4.697293","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1864","4.698174","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1865","4.698357","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
"1866","4.699284","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1867","4.700128","2400:5200:401:5::685e:1220","2402:8100:319f:dfc1:4566:6720:20cd:8d51","QUIC","1514","Protected Payload (KP0)"
"1868","4.700367","2402:8100:319f:dfc1:4566:6720:20cd:8d51","2400:5200:401:5::685e:1220","QUIC","94","Protected Payload (KP0), DCID=013cb1cc6040d121"
